Date,AvgTemp,LowTemp,HighTemp,Precipitation,MaxWindSpeed,MaxWindDirection,AvgWindSpeed,AvgRelativeHumidity,AvgSteamPressure,DaylightHours,CloudAmount,EvaporationLoss
1920-06-24,21,14.3,27.4,0,6.8,250,3.2,72.7,16.6,12,3,6.1
1920-06-25,22.3,16,28.4,,5.2,250,2.1,71,17.9,13.1,4.7,6.3
1920-06-26,23.1,16.7,30.3,,4.7,290,1.7,68.3,18,10.3,8.7,5.7
1920-06-27,22.7,17.5,28.8,,4.3,90,1.6,68,17.8,7.5,6.3,4.1
1920-06-28,23.4,15.5,31.2,,5.2,270,2,62.3,16.9,13.2,0.3,7
1920-06-29,25.1,17.1,33.8,,5.3,270,2.3,60.7,17.5,12.9,0,8
1920-06-30,26.8,19.2,35.6,,4.4,270,1.9,63,20.7,12.8,3.7,7.9
1920-07-01,26.3,21.4,32.7,,5.7,270,3,62.3,20.4,10.9,3.3,7.7
1920-07-02,25.3,22.6,30.4,24.6,3.7,250,2.6,82,25.7,1.4,10,2.1
1920-07-03,23.9,21.3,27.3,24.3,5.7,230,4,89,25.9,3.1,9.7,3.2
1920-07-04,25.8,21.5,30,0.2,2.5,70,1.3,80,25.9,5.3,10,3
1920-07-05,23.4,21.9,25.7,24.6,5.5,230,2.7,95,27.2,0,10,2.7
1920-07-06,24.8,22.2,27.8,21.9,5.5,230,2.4,90.3,27.8,2.7,10,1.1
1920-07-07,22.2,20.7,24.1,110.4,3.3,70,0.6,95,25.1,0,10,0.9
1920-07-08,22.4,20.9,24.6,9.7,2.5,270,1.2,97,26,0,10,2.1
1920-07-09,22.9,20.7,25.4,34.4,3.7,70,2.4,87.3,24,0,10,0.8
1920-07-10,22.3,19.5,25.3,54,4.7,70,3.2,87.3,23.2,1.8,9.3,0.8
1920-07-11,24.6,20.1,30.4,,4.4,270,2.3,76.7,23.2,7.3,5.7,4.9
1920-07-12,24.3,21.2,28.8,0.4,3.7,290,2.1,82.7,24.5,6.4,6.7,4.3
1920-07-13,24.9,20,29.3,2,3.2,70,2,85,26.3,1.9,10,2.3
1920-07-14,26.2,20.1,32.8,,4.7,270,2.1,78.7,25.9,10.5,4.7,6.5
1920-07-15,26.8,23.2,33.4,10.8,3.5,50,1.4,81,27.4,10.1,8.7,4.7
1920-07-16,28,23,34.3,7.3,3.1,90,1.8,76.7,27.7,11,5.7,5.6
1920-07-17,27.1,23,32.3,3.3,4,110,1.6,79,27.4,9.2,6.3,4
1920-07-18,26.4,23,32,45.3,2.8,70,1.7,84.7,28.5,4.2,9.7,3.2
1920-07-19,22.5,20.8,24.8,104,5.3,70,3,92.7,24.9,0,10,0.8
1920-07-20,21.7,20.2,22.9,6.4,1.8,70,0.7,95.7,24.5,0,10,0.4
1920-07-21,24.5,20.3,30.3,0,4.1,270,1.9,83.3,25,6.9,7.3,4.4
1920-07-22,26.4,22.4,33.2,,2.8,320,1.3,80,26.5,10.2,7.3,4.8
1920-07-23,27.9,22.5,33.8,,3.3,90,1.6,69.7,25.1,12.7,5.7,5.8
1920-07-24,26.3,21.1,32.9,,5.5,110,3.6,60.7,20.3,13.2,1,6.2
1920-07-25,26,20.3,32.9,,4.8,270,2.6,66.7,22,13.2,1,6
1920-07-26,24.9,20,31.3,,4.8,250,2.3,76.3,23.1,13.1,1.7,6.2
1920-07-27,26,21.4,31.6,,5.8,270,3,79.7,26.1,8.9,8.7,5.9
1920-07-28,26.4,22.7,30.3,0,5.1,290,3.3,83,28.2,1.5,10,2.7
1920-07-29,27.1,24,31.9,0.1,4.8,270,3,85,29.9,5.3,9.7,3.4
1920-07-30,28.1,24.4,33.5,0.3,4.4,270,1.9,81.7,29.9,3.6,7.3,3.9
1920-07-31,27.3,23.1,32.2,,4.2,250,2.1,80.3,27.9,7.8,10,1.9
1920-08-01,25.5,24.1,26.4,157.1,6.5,230,3.8,95,30.7,0,10,1.2
1920-08-02,24.6,23.3,25.5,354.7,4.4,250,3.2,98.3,30.2,0,10,0
1920-08-03,27.1,23.9,31.4,23.9,4.3,250,3,86,30.2,5.7,6.3,4.7
1920-08-04,24.6,21.5,29.3,,6.2,270,3.3,78.3,23.8,12.3,3,6.7
1920-08-05,23.5,18,29.8,,4.7,270,2.1,71.3,19.8,13,3,5.4
1920-08-06,24.8,19.1,31,,4.6,270,2,74.7,22.7,12.9,2,5.2
1920-08-07,25.1,21.4,30.7,,3,270,1.4,73,22.7,6.4,7.3,4.3
1920-08-08,25.6,20.2,31.3,,4,50,1.6,73.3,23.3,12.1,2.7,5.1
1920-08-09,26.4,21.1,33.3,,4.1,270,1.6,81,27.1,11.6,1.3,4.7
1920-08-10,26.4,20.8,33.6,,2.4,70,1.3,72.3,23.4,11.8,2,5.5
1920-08-11,25.8,21.5,30.4,,4.3,90,1.6,69.7,22.4,6.6,9.7,3.6
1920-08-12,22.3,19.6,25.5,5.5,5.4,50,2.3,85.7,23,0,10,0
1920-08-13,24.3,19.3,28.8,3.3,3.3,70,2.2,84.7,25.4,3.2,10,2.4
1920-08-14,25.8,22.4,30,0,2.3,50,0.9,80.7,25.9,2.4,6.7,3.1
1920-08-15,25.6,20,32,,4.6,50,1.7,69.3,21.4,11.8,1.7,5.6
1920-08-16,25.4,20.9,31.8,,3.8,320,2.1,69.3,21.5,10.2,4.3,4.6
1920-08-17,24.1,19,32.5,,4.8,270,1.3,75.7,21.9,10.9,4.7,5.3
1920-08-18,23.6,18.9,28.6,,8.5,70,4.7,59.7,16.9,9,3.3,5.5
1920-08-19,26.3,22.1,32.2,,7.5,70,6.1,54.3,18.2,10.1,5,6.5
1920-08-20,25.8,20.4,31,,8.3,70,5.9,54,17.5,12.6,1,7.8
1920-08-21,27.9,24.7,33.3,,6.4,50,4.5,55,20.5,5.1,9.7,4.6
1920-08-22,26,22.6,30.8,1.2,5.3,50,3.7,67,22.1,6.3,5.7,5.4
1920-08-23,25.5,22.6,29.9,40.3,3.6,50,2.4,78.3,25.1,3.4,9.3,4.2
1920-08-24,25.1,22.1,30.8,7.7,3.3,160,1.5,82.3,25.3,6.9,4.7,3.1
1920-08-25,24.9,20.8,31,26.9,5.5,50,1.8,82.3,24.7,6.3,9.3,4.8
1920-08-26,23.4,20.5,27.5,2.4,4.8,50,4.1,77.3,21.9,5.3,9,3.8
1920-08-27,23.8,21,28.3,,2.6,50,2.1,78.3,22.8,5,6.3,2.8
1920-08-28,24.5,20.5,29.3,0,2.8,90,1.3,83.3,25.3,3,9.7,1.9
1920-08-29,24.6,22.7,28.9,12.7,4.8,250,3,90.7,27.8,3.3,8.3,2.6
1920-08-30,23.4,22,29.7,1,3.4,110,1.4,89.7,25.5,3.4,10,2.4
1920-08-31,22.9,20.7,26.5,43.8,3.4,90,1.7,91.7,25.4,1.3,10,1.6
1920-09-01,25.8,20.1,31.8,,3.4,70,1.3,80,25.5,11.8,3.7,4.3
1920-09-02,26.5,22.6,31.7,,3.2,50,2.3,78,26.4,11.1,7.7,4.1
1920-09-03,26.5,22,32.3,,2.3,50,1.2,80,26.6,9.9,6.7,4
1920-09-04,27.6,23.2,32.7,0,3.4,70,2,73.7,26.2,10.1,2.7,3.6
1920-09-05,27.1,22,33,,2.8,290,1.4,76,26,11.3,3.7,4.6
1920-09-06,26.6,23.1,31.6,0.1,4,270,1.6,77.3,26,5,8.7,3.5
1920-09-07,22.3,20.6,25.2,9.6,2.4,50,1.2,93.3,24.8,0,6.7,0.5
1920-09-08,23,17.6,29.3,,5.1,70,2,73.3,20,10.2,5.3,4.4
1920-09-09,21.6,19.2,26.3,,6.8,50,5.2,63.3,16.2,4.7,6,3.7
1920-09-10,20.4,14.8,26.2,,3.4,70,2.3,70.3,16.1,7.6,7,3.5
1920-09-11,20.4,15.1,26.7,,3.3,50,1.6,73.7,17.3,9.8,2.7,3.9
1920-09-12,21.9,17.3,25.9,0,1.8,90,2.6,74.7,19,0.9,10,1.5
1920-09-13,19.4,16.9,22.2,8.4,1.9,50,1.2,87.7,19.6,0,10,0.3
1920-09-14,20.1,16.6,23.4,3.4,3.6,90,1.9,87.7,19.9,0,10,1.4
1920-09-15,21.3,17.8,26,,4.9,290,2.9,74.3,18.3,8,5.7,3.7
1920-09-16,20.1,16,24.9,,2.3,290,1.7,76.7,17.5,3.7,9.3,2.5
1920-09-17,19,15.5,24.1,0,4.3,290,1.8,70.3,15.1,2.8,6.7,2.9
1920-09-18,17.7,11.8,23.4,,3.2,50,1,74.7,14.4,5.7,9,2.6
1920-09-19,20.3,15,26.8,,2.9,50,1.1,70.7,16,8,6,3.5
1920-09-20,19.3,16.5,23.1,,6.6,70,4.5,62.7,13.8,3.6,8.7,2.7
1920-09-21,17.8,14.9,20,6.3,6,50,4.5,76,15.3,0.2,10,0.4
1920-09-22,20.8,16.3,26.4,21.6,8.1,230,4.3,89.7,22.1,0.3,10,1.1
1920-09-23,19.4,16.3,24.4,0.2,3,250,1.6,86.7,19.1,7.1,6.7,1.6
1920-09-24,18.4,12.8,25.7,,3.9,270,1.5,84.3,18.1,7.3,5.7,2.9
1920-09-25,17.7,14,23.9,,5.3,290,2,84,16.6,8.2,6.3,3.7
1920-09-26,17.2,10.6,24.1,,4.3,50,2,71.3,13.5,10.9,1.3,4.2
1920-09-27,17.2,12.1,22.9,,6.4,70,3.2,61.7,11.8,9.9,2.7,3.9
1920-09-28,17.3,11.1,24.7,,3.8,50,1.8,70.3,10.7,10.8,1.7,4
1920-09-29,19.3,12,25.6,0,3.2,50,1.2,69,14.8,8,6,3.9
1920-09-30,19.8,13.5,26.5,,3,50,2,69,15.2,10.9,0.7,4.2
1920-10-01,18.9,13,25.9,,3.5,230,1.6,74.7,15.7,10.2,5.3,3.8
1920-10-02,20,14.6,25.8,,5.1,70,2.5,65.3,14.5,9.2,5.3,4
1920-10-03,17.7,12.8,22.9,7.5,4.3,50,1.8,78.3,15.6,3.7,9.3,1.4
1920-10-04,17,13.4,21.9,4.9,5.6,270,3,71.7,13.5,9.6,4,3.8
1920-10-05,15.1,8.8,22.1,,3.4,70,1.4,73,12,9.8,5,3.1
1920-10-06,15.9,12.2,20.4,,4.8,250,2.2,76.7,13.5,5.7,6.7,1.8
1920-10-07,14.1,9.2,20.6,,7.7,320,3.2,60,8.9,10.1,3.3,4.4
1920-10-08,12,4,20.2,,4.2,270,1.9,68.3,8.8,10.5,0,3.4
1920-10-09,14,5.6,22.6,,3.3,290,1.1,71.7,10.6,10.6,0,3.6
1920-10-10,15.8,8.6,23.8,,3.7,290,1.3,70.7,11.7,10,4.7,3.4
1920-10-11,16.1,9.5,24.2,,3.8,270,1.1,73,12.5,10.5,0.3,3.1
1920-10-12,16.4,10.1,21.8,,1.8,140,0.7,77,13.8,7.6,8.7,2.3
1920-10-13,16.9,12.5,22.3,0,5.7,70,2.5,70,12.9,3.7,7.3,3.2
1920-10-14,15.7,10.6,22.4,0,2.2,70,0.8,67,11.2,8.5,4.3,3.7
1920-10-15,15.1,10.9,20.8,,5.8,90,3.9,51.3,8.4,10.3,3,4.1
1920-10-16,14.1,8.1,20.6,,4.9,50,3.4,58,8.9,9.9,0.3,3.9
1920-10-17,13.1,6.5,19.5,,2.5,290,1.6,65.3,9.5,9.1,1,2.4
1920-10-18,12.5,5.6,19.6,,2.8,270,1.4,77.7,10.9,8.5,2.7,2.2
1920-10-19,14.1,6.5,21.7,,2.8,270,1.1,75.7,11.5,9.3,2,2.9
1920-10-20,14.5,7.8,22.4,,1.3,340,0.8,68.7,10.4,5.5,5.3,2.7
1920-10-21,14.7,7.6,22.8,,3.4,290,1,66.3,10.3,8.9,4.7,2.9
1920-10-22,13.5,7,20.1,,5.1,250,1.7,63,8.9,9.9,0,3.1
1920-10-23,11.1,4.3,18.4,,3.3,320,2,63.7,7.7,10,0,3.1
1920-10-24,11.2,2.7,19.6,,4.3,270,1.2,72.3,9,10.1,1.3,2.7
1920-10-25,15.2,8.9,22.4,,5.1,270,1.6,79.7,13.3,6.8,4.3,2.3
1920-10-26,15.7,9.9,22.1,,4.7,270,1.7,76,12.7,7.1,5,2.7
1920-10-27,14.3,6.8,21.4,,5.3,290,1.8,76.3,11.8,9.5,1,2.6
1920-10-28,15.1,8.3,22.1,,3.3,270,1.4,80,13.3,7.7,3.3,2.1
1920-10-29,13.9,10,20.4,,5.5,320,2.1,66.7,9.9,7.8,3.3,3.1
1920-10-30,10.9,3.6,19.8,,3.8,250,1.3,73.7,9.2,9.5,4.3,2.6
1920-10-31,11.6,6.5,16.9,,1.8,110,1,85,11.4,0.7,6.7,1
1920-11-01,13.9,6.9,21.4,,3,140,1.2,81.3,12.4,9.1,4.3,2.1
1920-11-02,14.6,9.1,21.9,,2.3,250,1.1,77.3,12,6.6,3.3,2.7
1920-11-03,13.3,6,21.2,,4.3,250,1.1,80.7,11.9,9.3,1,2
1920-11-04,8.3,2.5,19.4,1.4,6.8,230,3.5,79,8.8,2.4,6,0.8
1920-11-05,3.2,-0.9,7.9,,5.1,290,2.1,61.3,4.7,9.6,0,1.8
1920-11-06,7.1,0.5,13.7,,2.8,70,1,73,7,7.1,6,1.6
1920-11-07,12.4,2.5,18.9,,2.3,140,1.2,75.3,11,1.8,10,1.4
1920-11-08,17.8,15.5,19.6,17.4,4.8,250,2.9,87,17.6,0.1,10,0.5
1920-11-09,15.4,9.3,20.2,18.4,8.1,320,3.3,78,14.1,4.1,5.7,1.8
1920-11-10,7.3,1.5,12.1,,3.8,290,2.3,70.7,7,9.1,1,1.4
1920-11-11,6.6,3.3,11.5,,6,320,1.4,73.7,7.2,3.4,6.7,0.9
1920-11-12,5.5,1.3,9.5,0,3.7,230,1.9,68.3,6.2,2.9,3.7,1.1
1920-11-13,3.2,-1.4,9.1,,3.3,320,1.5,72.3,5.3,8.6,0,1.5
1920-11-14,5.7,-3,11.6,,2.4,110,0.8,74.7,6.9,6.8,6.7,1.2
1920-11-15,8.4,3.8,13.3,2.8,3.5,290,1.7,76,8.1,7.2,3.3,1.3
1920-11-16,5.6,-0.6,13.2,,2.8,270,0.9,75,6.4,8.2,0,1.3
1920-11-17,6,-0.1,10,3.8,3.1,70,1.6,84,7.8,2.5,7.3,0.4
1920-11-18,6.3,2.9,10.7,0.3,3.3,270,2.1,82,7.6,6.4,3.3,0.9
1920-11-19,7.2,1,12.9,,1.8,200,1.1,79,7.7,3.2,4,0.6
1920-11-20,6.6,2.5,10.6,3.1,7.2,320,2.6,75.3,7.2,2.1,7.7,1.2
1920-11-21,2.4,-0.1,5.7,,7.2,290,2.6,65,4.6,7.4,2.3,1.4
1920-11-22,2.4,-4.6,7.9,,2.2,110,0.7,72.3,5.1,7.6,5.7,1.3
1920-11-23,8,2.2,12.9,0,2.7,90,0.9,68,7.1,6.9,8.3,1.3
1920-11-24,5.1,2.5,8.7,0.7,6.1,320,2.1,83,7.2,4.6,6,0.9
1920-11-25,6.9,-0.3,13.4,,1.8,250,0.9,77,7.3,7.9,6,1.1
1920-11-26,6.9,2.5,11.9,0.8,3.7,270,1.5,76.3,7.4,5.8,5.3,1.1
1920-11-27,3.5,-1.8,9.7,,4.3,320,1.4,76.7,5.7,7,0.7,1.2
1920-11-28,2.4,-2.6,9,,2.8,270,1,82.7,5.9,5.4,1.7,0.9
1920-11-29,2.7,-2.6,10,,2,290,0.5,78.7,5.6,7.7,3,1.2
1920-11-30,3.3,-3.6,11,,1.3,90,0.5,77,5.8,7.6,0,1
1920-12-01,5.7,-2.6,12.9,,3.2,50,1.6,75.7,6.6,7.7,0,1.3
1920-12-02,8.6,6.1,11.1,0.9,3.9,50,1.4,83,9.3,0,10,0.2
1920-12-03,6.2,3.2,9,0.1,4.3,270,2.6,72.3,7,1.8,6.7,0.9
1920-12-04,0.6,-1.5,4,,4.7,320,1.8,62.3,4,0,10,0.5
1920-12-05,1.3,-2.4,4.4,,1.5,250,0.8,74.3,5,0,10,0.4
1920-12-06,4.5,-2,8.5,,3.9,50,1.5,69.3,5.7,5,6.7,1
1920-12-07,1.6,-3.2,5.8,,6.8,290,3.3,60,4.2,7.3,3,1.9
1920-12-08,-6.3,-8.9,-2.6,,6.3,320,4.1,43.3,1.6,8,0.3,1.3
1920-12-09,-7.2,-12.4,-1.9,,2.2,270,1,56,1.9,7.5,0,0.9
1920-12-10,-2.6,-9.1,-0.9,0.5,2.5,70,1.6,74.3,3.9,0.5,10,0.7
1920-12-11,2.6,-1.9,6.4,,2.6,90,1.4,78,5.7,1.1,6.7,0.6
1920-12-12,1.4,-2.2,7.1,,3.3,320,1.1,62,4,7.1,4.3,0.7
1920-12-13,-2.4,-5.9,1.3,,6.6,320,2.7,45.7,2.3,3.5,3.3,1.1
1920-12-14,-3.3,-10.1,0.6,0.4,2.5,290,0.9,67.7,3.3,3.4,6.7,0.9
1920-12-15,3,-1.9,7.5,0.3,2.4,70,0.5,75.7,5.6,5.8,9.3,0.8
1920-12-16,2.3,-2.8,9.1,0,0.7,110,0.4,72,5,7.1,1.3,1
1920-12-17,2,-3.8,5.9,0.3,2.9,70,0.5,77,5.4,3.2,6.7,0.6
1920-12-18,4.2,0,9,0,2.2,270,0.4,81,6.6,5.5,10,1.1
1920-12-19,-1.4,-5.8,6,6,11,290,4.5,57.3,3.3,3.6,6.7,0.8
1920-12-20,-3.8,-7.3,0.4,1.3,2.6,320,1.6,65.7,2.9,5.8,0,0.2
1920-12-21,-1.9,-7.4,2.7,2.7,5.9,270,3,64.3,3.4,4.9,3.3,1.4
1920-12-22,-6.1,-8.7,-3.1,,7.4,320,3.7,49,1.9,7.5,1,1
1920-12-23,-5.9,-13.4,-1.8,,1.8,110,1,61,2.3,5.4,6.3,0.5
1920-12-24,-3.9,-5.7,-1.3,10.4,4.6,290,2.7,85.7,4.1,0,9,1.1
1920-12-25,-8.6,-16.8,-2.7,,3.2,270,1.5,78.3,2.4,6.6,0,0.3
1920-12-26,-3.4,-10.3,1,6.7,1.9,50,1.5,77.7,3.7,0,8.3,0.8
1920-12-27,-8,-13.7,-3.4,,3.5,320,2.1,55.7,1.8,6.2,0.3,0.5
1920-12-28,-12.3,-18.9,-6.1,,1.2,110,1.1,72.7,1.7,5.8,4.3,0.5
1920-12-29,-8.4,-15.3,-1.4,,1.1,110,1,71,2.2,6.7,2,0.9
1920-12-30,0.2,-11.5,3.9,0,7.8,50,4,67.3,4.3,0,8.7,1.1
1920-12-31,4.2,1.3,7,0.2,5.9,50,4.2,61,4.7,5.6,4.7,1.2
1921-01-01,2.3,-0.4,5.2,0.8,3.4,50,1.9,81.3,5.8,0,8.7,0.4
1921-01-02,-3.4,-5.8,1.5,,4.1,250,3.4,65.7,3.1,6.7,1.3,1
1921-01-03,-6.5,-9.5,-2.7,,4.9,290,2.4,67.3,2.5,5.6,4.3,1
1921-01-04,-7.8,-12.5,-3.4,,2.7,360,2.3,67.3,2.2,6.1,1.7,1
1921-01-05,-4.4,-11.9,-1.1,0.4,2.2,50,1.1,79,3.6,2.6,8.3,0.6
1921-01-06,-3.5,-7.9,0.7,0.2,1.8,270,1,78.7,3.6,4,3,0.7
1921-01-07,-4.2,-10.6,0.2,0,5.1,290,1.4,69,3,2.4,5,0.8
1921-01-08,-7.9,-11.5,-3,,4.8,250,2.9,60,2,7.5,0,0.9
1921-01-09,-8.8,-15.3,-1.5,,1.7,110,1.1,74.7,2.2,7.7,0,0.8
1921-01-10,-5.2,-11.6,-2.4,0.1,2.4,70,1.2,78.3,3.3,0,9.7,0.2
1921-01-11,-5.8,-10.3,-1.1,1.1,7.4,320,4.5,57.3,2.3,8.3,0,1.1
1921-01-12,-8.5,-13.6,-4.1,,3.8,320,1.4,63,2,5.9,5.3,0.9
1921-01-13,-5.4,-9.6,-2.3,,1.7,110,0.8,64.7,2.6,0.5,6,0.8
1921-01-14,-5.2,-9.1,-1.5,,4.8,320,2.3,61.7,2.5,8.1,0.7,1
1921-01-15,-4.6,-14.6,1,,2.2,320,1.1,67.3,2.8,6.6,3.3,0.9
1921-01-16,0.2,-3.1,4.7,,3.3,270,1.2,70.3,4.2,4,8.3,1
1921-01-17,-0.8,-5.1,5.2,,0.4,0,0.5,78,4.3,6.2,5,0.6
1921-01-18,0,-6.3,6.6,,3.1,250,1,77,4.6,7.5,4.7,0.8
1921-01-19,-0.1,-2.9,2.1,2.8,2.2,250,1.1,89.3,5.4,0,10,0.1
1921-01-20,1.2,-2.7,6,,4.8,270,2.5,76.3,5,6.1,7.7,1
1921-01-21,-2.4,-7.6,0.7,,8.6,320,4.5,45.3,2.4,7.8,1,1.6
1921-01-22,-5.3,-12.1,2.4,0.2,5.8,290,3.5,61,2.6,4.4,2.7,1
1921-01-23,-2.2,-9.8,4.8,,2.4,290,1.3,73,3.8,6.2,3,1
1921-01-24,0.7,-5.8,8.5,,3.8,270,1.2,77,4.8,8.4,5,1.1
1921-01-25,2.3,-3.5,7.6,,2.8,250,1,82.7,5.9,5.9,7,0.6
1921-01-26,1.1,-0.8,4.5,,2.7,250,1.5,88,5.9,1.3,5.7,0.5
1921-01-27,0.8,-2.6,3.5,,1.9,50,0.9,87,5.6,1.6,6.7,0.1
1921-01-28,0,-0.9,1.2,8.4,4.3,320,1.6,93.3,5.7,0,10,0.4
1921-01-29,-0.4,-4.3,2.5,0.5,5.4,320,2.6,56,3.3,8.2,4.3,1.5
1921-01-30,-2.3,-6,2.2,0,7.2,270,4.3,55.3,2.8,7.6,2.3,1.3
1921-01-31,0.6,-5.8,7.5,,6.8,270,2.3,71.7,4.4,7.4,0,1.3
1921-02-01,-0.3,-5.3,5.3,,6.3,320,2.2,53,3,7.3,1.7,1.7
1921-02-02,-3.2,-5.8,-0.5,,4.7,320,3.3,27.7,1.3,7.2,1.3,1.5
1921-02-03,-2,-5.1,2,,2.8,50,1.4,47.3,2.5,3.5,6.7,0.9
1921-02-04,-4.5,-8.6,0,,4.9,270,2.3,59.3,2.5,5.7,2.3,1.2
1921-02-05,-5.4,-9.3,-0.8,,4.9,320,2.4,57.7,2.3,8.4,0,1.2
1921-02-06,-4.8,-10.8,1.5,,3.9,270,1.4,64.7,2.5,8.4,0,1.1
1921-02-07,-2.7,-9.5,3.7,,3.1,290,1.5,63.3,3,8.2,0,1.4
1921-02-08,-2,-8.6,4.2,,2.5,290,1.5,65.7,3.2,8.7,0,1.3
1921-02-09,-1.3,-8.5,6.4,,2.4,140,1.2,65.3,3.3,8.6,0,1.3
1921-02-10,0.2,-7.4,8.6,,2.3,290,1,66,3.9,8.1,3.3,1.5
1921-02-11,2.4,-3.8,7.6,,3.3,110,1.1,69.7,5,4.5,6.7,0.9
1921-02-12,2.7,-2.8,9.3,,4.2,270,1.8,63.7,4.4,8.4,4.3,1.5
1921-02-13,1.2,-1,3.3,2.2,2.7,270,1.1,88.7,6,0,9.3,0.3
1921-02-14,1.5,-1.1,5.1,0,7.8,270,3.9,57.3,3.9,8.1,4,1.4
1921-02-15,-0.5,-6.6,6.3,,2.3,110,1.4,68.3,3.8,9.5,4,1.3
1921-02-16,-1.4,-4,2.4,0.8,6.8,290,2.1,70.7,4.1,1,6.7,0.9
1921-02-17,-5.9,-8.7,-1.8,,7.8,320,7.9,44.3,1.7,9.7,0.7,1.6
1921-02-18,-5.8,-10.3,-0.9,,4.5,270,2.7,48.7,1.8,9.4,1.7,1.2
1921-02-19,-2.6,-6.8,3.3,0,6.5,290,2.9,53.7,2.6,7.3,4.7,1.7
1921-02-20,-3.3,-10.6,2.1,,4,250,1.9,46.7,2,9.4,3.3,2.1
1921-02-21,-5,-7.5,-0.5,4.4,7.4,320,3.7,72,3,3.5,5.3,1.1
1921-02-22,-4.9,-11.6,0.8,,4.5,250,2.5,58.3,2.4,9.3,3.3,1.5
1921-02-23,1.4,-5.6,6.3,,2.8,90,1.6,61,4.1,8.6,9.3,0.8
1921-02-24,0,-2.7,3.5,1.1,9.8,290,4.5,67,4.2,5,6.3,1.2
1921-02-25,-0.6,-7.5,7,,2.6,110,1.1,67,3.8,9.5,0,1.6
1921-02-26,4.4,-2.2,9.5,0.2,10.3,250,3.9,77,6.7,1.6,9.3,0.6
1921-02-27,4,0,8.6,,5,320,3.3,41.3,3.3,6.8,3.3,1.4
1921-02-28,2.8,-3.1,5.7,10.6,5.7,50,2.9,59.3,4.4,1.2,10,1.3
1921-03-01,5.5,3.3,9.2,17.1,5.3,320,3.2,82,7.4,2.8,10,0.8
1921-03-02,2.5,-0.8,7.5,0,3.8,320,2.4,66.3,4.9,4.7,6.7,1.4
1921-03-03,-1,-3.8,3.9,,6.8,290,4.5,48.7,2.7,9.4,3.3,2.4
1921-03-04,-0.8,-5.9,3.6,,5.9,320,4.4,42,2.5,9.9,0,1.6
1921-03-05,2,-3.7,7.5,1,6.3,250,2.9,67,4.1,7.9,5.7,1.9
1921-03-06,2.5,-2.4,8.5,,9.3,270,4.1,52.3,3.7,8.8,1.3,2.3
1921-03-07,0.7,-5.1,7.3,,4.7,270,3,54.3,3.3,10.4,0,2.1
1921-03-08,3.2,-4.5,10.5,,5.7,270,2,71.3,5.3,9.7,4.7,2.1
1921-03-09,6,0.2,12.7,,4.5,270,2,69.3,6.1,9.6,4,2.4
1921-03-10,6.8,2.3,12.2,,3.4,200,2.2,66.3,6.4,6.6,7.7,1.8
1921-03-11,8.2,3.9,12.5,,4,250,2.1,62,6.6,9.4,7.3,1.9
1921-03-12,3.8,-0.8,8.2,0,8.4,290,4.1,59.7,5,5.5,6.7,2.2
1921-03-13,-1,-2.9,2.4,,7.7,290,7.6,30,1.8,9.8,3,2.7
1921-03-14,-3.3,-5,-0.8,,10.9,320,7.5,36.7,1.7,9.8,3.3,2.4
1921-03-15,-1.6,-6.6,3.5,,7.7,270,4.8,34,1.8,10.2,2.7,2.4
1921-03-16,-0.5,-5,5,0.1,5.3,290,2.6,50,2.8,7.7,8.7,1.5
1921-03-17,2.8,-1.5,9.1,3.4,4.6,270,2.7,76.3,5.6,6.3,9,1.8
1921-03-18,4.5,0.5,10.2,2.3,1.7,160,1.2,68.3,5.6,7.7,10,2.1
1921-03-19,9.2,3.3,11.9,4.2,5.7,270,3.1,74.7,8.7,0,10,1.2
1921-03-20,7.4,3.3,12.7,6,7.8,320,5.2,53.3,5.4,9.4,5.7,3.3
1921-03-21,2.3,-0.4,7.1,,8.9,270,3.4,44,3.5,8.8,6.7,2.5
1921-03-22,1.9,-3,7.2,,9,320,4.3,37,2.5,11.3,0,3.2
1921-03-23,2,-4.7,9,,6,290,3.7,43,2.8,11.5,3.3,3.1
1921-03-24,5.1,0.2,9.2,,4.3,140,2.2,52.7,4.6,1,10,1.8
1921-03-25,6,2.2,10,0.7,4.1,50,1.9,69,6.4,2.1,10,1.6
1921-03-26,5.1,0,12,0,5.4,250,2.5,62,5,11.3,6.7,2.9
1921-03-27,4.2,-2.2,9.6,,4.4,270,2,60.3,4.6,10,6.7,2.4
1921-03-28,3.1,-0.3,9.2,1.5,3.8,270,2.6,67.3,5,7.9,6.7,2
1921-03-29,3.2,-3.9,9.2,,5.4,270,3,65.7,4.9,10.9,0.3,2.9
1921-03-30,5.5,-1.4,13.2,,4.8,290,1.8,60,4.9,11.6,3,3.3
1921-03-31,7,-2.4,17,,3.6,290,1.4,54.3,4.7,11.3,1.7,3.7
1921-04-01,11.8,1.7,20.5,,8.5,230,2.2,58.3,7.4,10.3,7,3.5
1921-04-02,11.5,9.4,13.4,21.8,1.4,90,1.1,88,11.8,0,10,0.3
1921-04-03,10.2,7.7,14.5,1.5,4.7,50,2.8,58,6.9,7.7,3.7,3.5
1921-04-04,4.9,1.2,11.9,6.8,6.4,270,4,74.7,6.7,4.3,8.7,1.4
1921-04-05,6,2.6,11,,7.9,270,5.4,60,5.3,11.2,5.3,2.6
1921-04-06,6.5,-0.7,11.9,,5,50,1.7,67.3,6.1,2.7,7.7,1.7
